Province,School,Sector,Learners
MP,LAERSKOOL SUNDRA,Public,427
MP,EKULINDENI SECONDARY SCHOOL,Public,427
MP,SITHENJISIWE SECONDARY SCHOOL,Public,427
NW,THUSOETSILE SECONDARY SCHOOL,Public,427
NW,MOKAKANA PRIMARY SCHOOL,Public,427
EC,SITONGA JUNIOR SECONDARY SCHOOL,Public,427
EC,YONNA SENIOR PRIMARY SCHOOL,Public,427
FS,PHILIPPOLIS P/S,Public,427
KZ,COLENSO PRIMARY SCHOOL,Public,427
KZ,EMACHOBENI HP,Public,427
KZ,ESUSWENI PRIMARY SCHOOL,Public,427
KZ,FISOKUHLE PRIMARY SCHOOL,Public,427
KZ,GCINIMFUNDO S,Public,427
KZ,MAVUSO H,Public,427
KZ,SIZANOTHO PRIMARY SCHOOL,Public,427
KZ,SOMILE H,Public,427
WC,RIVIERSONDEREND HS.,Public,427
WC,OAKDALE LANDBOUSKOOL,Public,427
GP,RS MALULEKE PRIMARY SCHOOL,Public,428
LP,HASANI PRIMARY,Public,428
LP,FEMANE,Public,428
LP,GEORGE LANGA HIGH SCHOOL,Public,428
LP,PHALAKGORO_MOTHOA HIGH SCHOOL,Public,428
LP,CHAMANDU HIGH,Public,428
LP,MATHABATHA,Public,428
LP,BOSHEGA PRIMARY SCHOOL,Public,428
MP,LESELI PRIMARY SCHOOL,Public,428
NW,HOËRSKOOL ORKNEY,Public,428
EC,VANANI FARM SCHOOL,Public,428
EC,NYATELA SENIOR SECONDARY SCHOOL,Public,428
NC,DITSHIPENG INTERMEDIATE SCHOOL,Public,428
FS,NAKA P/S,Public,428
KZ,COLA JP,Public,428
KZ,GORDON MEMORIAL H,Public,428
KZ,ISIHLAHLASENKOSI H,Public,428
KZ,CEBOLESIZWE PRIMARY SCHOOL,Public,428
KZ,MT SHEBA JS SCHOOL,Public,428
WC,MICHAEL OAK WALDORF SCHOOL.,INDEPENDENT,428
WC,DENNEOORD LS.,Public,428
WC,VOLSCHENK LS.,Public,428
KZ,ZEMBENI SP,Public,429
GP,REFANO PRIMARY FARM SCHOOL,Public,429
LP,ULANDO COMBINED SCHOOL,Public,429
LP,SKHOSANA PRIMARY,Public,429
LP,KHAKHALA PRIMARY,Public,429
LP,NTSEEKGOPU PRIMARY SCHOOL,Public,429
LP,MOHLAREKOMA SECONDARY SCHOOL,Public,429
MP,RAMANCHAANE PRIMARY SCHOOL,Public,429
NW,GOPANE PRIMARY SCHOOL,Public,429
NW,HARTSRIVIER PRIMARY SCHOOL,Public,429
NW,VAAL REEFS PRIMARY SCHOOL,Public,429
EC,KEI ROAD COMBINED SCHOOL,Public,429
EC,LOWER BOLOTWA JUNIOR SECONDARY SCHOOL,Public,429
EC,NGCACU PJS SCHOOL,Public,429
NC,LEERKRANS INTERMEDIATE SCHOOL,Public,429
NC,SEDIBENG PRIMARY SCHOOL,Public,429
FS,NALEDI I/S,Public,429
FS,PHOFUNG S/S,Public,429
KZ,BUSHLANDS PRIMARY SCHOOL,Public,429
KZ,MAFUKUZELA JP,Public,429
KZ,NSUNDUKAZI CP,Public,429
KZ,OBANI PRIMARY SCHOOL,Public,429
NW,BOPANANG PRIMARY SCHOOL,Public,429
WC,MARIAN RC SEC.,Public,429
NW,MOTLHAPUTSENG HIGH SCHOOL,Public,430
KZ,MASAMENI S,Public,430
GP,MARA PRIMARY SCHOOL,Public,430
GP,SAXONWOLD PRIMARY SCHOOL,Public,430
GP,TSWELELANG PRIMARY SCHOOL,Public,430
MP,PHAPHAMA LOWER PRIMARY SCHOOL,Public,430
MP,MAGUDU PRIMARY SCHOOL,Public,430
LP,MBHALATI PRIMARY SCHOOL,Public,430
LP,MAKAHLULE  PRIMARY,Public,430
LP,BALENI PRIMARY SCHOOL,Public,430
LP,MABUNDA PRIMARY PRIMARY,Public,430
LP,GEORGE MORAGULA SECONDARY,Public,430
LP,MMAPHOTLA PRIMARY SCHOOL,Public,430
LP,MOKWATEDI HIGH SCHOOL,Public,430
LP,THOMANI PRIMARY SCHOOL,Public,430
MP,SIYATHEMBA PRIMARY SCHOOL,Public,430
NW,SETSHWARAPELO PRIMARY SCHOOL,Public,430
EC,OVERTON PRIMARY SCHOOL,Public,430
EC,KWASA ENGLISH MEDIUM SCHOOL,INDEPENDENT,430
EC,SIYAPHAKAMA SENIOR SECONDARY SCHOOL,Public,430
FS,LOCH LOMOND PF/S,Public,430
FS,LADYBRAND S/S,Public,430
KZ,EDULINI PRIMARY SCHOOL,Public,430
KZ,JAJILE H,Public,430
KZ,NOMAHAYE PRIMARY SCHOOL,Public,430
GP,SOZIZWE PRIMARY SCHOOL,Public,431
MP,SEGANYANE PRIMARY SCHOOL,Public,431
LP,KILETSA  PRIMARY  SCHOOL,Public,431
LP,AKANI HIGH SCHOOL,Public,431
LP,OLIFANTSDRIFT,Public,431
LP,MOKWANE SECONDARY SCHOOL,Public,431
MP,INJABULO PRIMARY SCHOOL,Public,431
EC,LUJECWENI JUNIOR SECONDARY SCHOOL,Public,431
FS,REFIHLILE I/S,Public,431
KZ,ESIKHUMBUZWENI S,Public,431
KZ,EZWELETHU PRIMARY SCHOOL,Public,431
KZ,GOBIHLAHLA PRIMARY SCHOOL,Public,431
KZ,MPHAZIMA PRIMARY SCHOOL,Public,431
KZ,NQOBILE CP,Public,431
KZ,NSONGANSONGA PRIMARY SCHOOL,Public,431
KZ,BHEKABANTU S,Public,431
WC,WINDSOR PREP.,Public,431
WC,GARLANDALE PRIM.,Public,431
WC,BONNE ESPERANCE PRIM.,Public,431
MP,RELANE LOWER PRIMARY SCHOOL,Public,432
LP,MATSAMBU SECONDARY SCHOOL,Public,432
LP,MAROBA SECONDARY SCHOOL,Public,432
LP,MAHLABELA SECONDARY SCHOOL,Public,432
LP,LEGALETLWA SECONDARY SCHOOL,Public,432
LP,MAKHWESE SECONDARY,Public,432
LP,LEKGOLO MAAKE PRIMARY SCHOOL,Public,432
LP,MOLALATLADI PRIMARY SCHOOL,Public,432
MP,THAMBOKHULU PRIMARY SCHOOL,Public,432
MP,BRIGHT STAR PRIMARY SCHOOL,INDEPENDENT,432
EC,DUNGU JUNIOR SECONDARY SCHOOL,Public,432
EC,MOKHESENG SENIOR SECONDARY SCHOOL,Public,432
EC,DALUVUYO PRIMARY SCHOOL,Public,432
EC,WHITTLESEA JUNIOR SECONDARY SCHOOL,Public,432
NC,VAN WYKSVLEI INTERMEDIÊRE SKOOL,Public,432
FS,HARRISMITH HOëRSKOOL S/S,Public,432
FS,AFRIKAANSE  H/SKOOL KROONSTAD,Public,432
KZ,EMTHUNGWENI H,Public,432
KZ,GOMONDO CP,Public,432
KZ,AL-AZHAR SCHOOL OF DURBAN,INDEPENDENT,432
KZ,NTANYANA PRIMARY SCHOOL,Public,432
KZ,TONGAAT PRIMARY SCHOOL,Public,433
GP,TSHIRELETSO PRIMARY SCHOOL,Public,433
GP,DINOKENG PRIMARY FARM SCHOOL,Public,433
GP,VUYO PRIMARY SCHOOL,Public,433
MP,BEN MATLOSHE HIGH SCHOOL,Public,433
LP,LAERSDRIF COMBINED SCHOOL,Public,433
MP,FUTURE ACHIEVER'S ACADEMY,INDEPENDENT,433
NW,MOTLHAKO PRIMARY SCHOOL,Public,433
EC,DUMALISILE COMPREHENSIVE HIGH,Public,433
EC,DUMILE SENIOR PRIMARY SCHOOL,Public,433
EC,DWEBA SENIOR SECONDARY SCHOOL,Public,433
EC,NOBUZWE SENIOR PRIMARY SCHOOL,Public,433
EC,SABATA SENIOR SECONDARY SCHOOL,Public,433
NC,PELLA (RK) INTERMEDIÊRE SKOOL,Public,433
KZ,NWABI H,Public,433
WC,CONSTANTIA WALDORF SCHOOL,INDEPENDENT,433
NW,KOKOMENG PRIMARY,Public,434
GP,DR. BEYERS NAUDE SECONDARY SCHOOL,Public,434
GP,LAERSKOOL QUEENSWOOD,Public,434
MP,WEM SCHOOL - ACORNHOEK,INDEPENDENT,434
MP,SONIYE PRIMARY SCHOOL,Public,434
LP,MHINGA SENIOR PRIMARY SCHOOL,Public,434
LP,MAPHETO,Public,434
LP,MBANGWA PRIMARY SCHOOL,Public,434
LP,KELEKESE SEN. SECONDARY,Public,434
LP,MPHARI SECONDARY,Public,434
LP,MPHACHUE,Public,434
LP,KHUBVI PRIMARY,Public,434
MP,DIGWALE SECONDARY SCHOOL,Public,434
NW,RANKELENYANE PRIMARY,Public,434
LP,SEGOLOKWANE SECONDARY SCHOOL,Public,434
EC,MASIMANYANE SENIOR SECONDARY SCHOOL,Public,434
EC,GOOD HOPE SENIOR SECONDARY SCHOOL,Public,434
EC,MCITWA SENIOR PRIMARY SCHOOL,Public,434
EC,EXHIBENI JUNIOR PRIMARY SCHOOL,Public,434
EC,MQOBISO JUNIOR SECONDARY SCHOOL,Public,434
EC,MTETELELI JUNIOR SECONDARY SCHOOL,Public,434
EC,MAFINI JUNIOR SECONDARY SCHOOL,Public,434
EC,BEKELA JUNIOR SECONDARY SCHOOL,Public,434
EC,ZWELIXOLILE PRIMARY SCHOOL,Public,434
KZ,GCININHLIZIYO CP,Public,434
KZ,KWAJABULA H,Public,434
KZ,PHAKATHWAYO S,Public,434
KZ,SIYABONGA S,Public,434
KZ,GINYIQHINGA SENIOR SECONDARY SCHOOL,Public,434
WC,OAKHILL SCHOOL,INDEPENDENT,434
WC,ZWARTBERG HS.,Public,434
EC,THEODOR HERZL HIGH SCHOOL,INDEPENDENT,435
KZ,QINISO PRIMARY SCHOOL,Public,435
GP,ASSUMPTION CONVENT SCHOOL,INDEPENDENT,435
LP,MOLAPOMATEBELE PRIMARY SCHOOL,Public,435
LP,LEGOLENG PRIMARY SCHOOL,Public,435
LP,TSHIVHILIDULU PRIMARY,Public,435
LP,MUVIMBI PRIMARY,Public,435
MP,NKUKHUNDA PRIMARY SCHOOL,Public,435
MP,KHULA-MLAMBO PRIMARY SCHOOL,Public,435
MP,NDLAVELA PRIMARY SCHOOL,Public,435
MP,VUKANI SECONDARY SCHOOL,Public,435
NW,MATLABA PRIMARY SCHOOL,Public,435
NW,LAERSKOOL NIETVERDIEND,Public,435
EC,ZWELIYANDILA HIGH SCHOOL,Public,435
EC,MPIKWANA JUNIOR SECONDARY SCHOOL,Public,435
EC,DILIZA JUNIOR SECONDARY SCHOOL,Public,435
EC,ZWELIVUMILE JUNIOR SECONDARY SCHOOL,Public,435
EC,TELLE JUNCTION SENIOR PRIMARY SCHOOL,Public,435
FS,BRENTPARK C/S,Public,435
KZ,ENDWEBU CP,Public,435
KZ,ENYANDENI PRIMARY SCHOOL,Public,435
KZ,MKHONJENI PRIMARY SCHOOL,Public,435
EC,QHAYIYALETHU INTERMEDIATE SCHOOL,Public,435
WC,SONEIKE HIGH SCHOOL,Public,435
NW,SWARTRUGGENS INTERMEDIATE SCHOOL,Public,436
KZ,UKUTHULA S,Public,436
GP,CROWN REEF PRIMARY MINE SCHOOL,Public,436
LP,LAERSKOOL EUGENE N MARAIS,Public,436
LP,NHLUVUKO SECONDARY SCHOOL,Public,436
LP,MAKGWALE SECONDARY SCHOOL,Public,436
MP,LAERSKOOL MALELANE,Public,436
EC,KALALO JUNIOR SECONDARY SCHOOL,Public,436
NC,PORT NOLLOTH LAERSKOOL,Public,436
NC,BRANDVLEI INTERMEDIÊRE SKOOL,Public,436
KZ,PHEMBISIZWE H,Public,436
KZ,USIZOLWETHU PRIMARY SCHOOL,Public,437
MP,TWALAKULE PRIMARY SCHOOL,Public,437
MP,MPITHI COMBINED SCHOOL,Public,437
LP,MALEMA PRIMARY,Public,437
MP,NDEDEMA PRIMARY SCHOOL,Public,437
MP,MATIBIDI PRIMARY SCHOOL,Public,437
MP,SALLEM PRIMARY SCHOOL,INDEPENDENT,437
LP,MOGALE WA BAGALE,Public,437
EC,EMVILO JUNIOR SECONDARY SCHOOL,Public,437
EC,MTYU JUNIOR SECONDARY SCHOOL,Public,437
EC,GEBUZA JUNIOR SECONDARY SCHOOL,Public,437
FS,ED-U-COLLEGE Welkom CI/S,INDEPENDENT,437
KZ,HOMELEIGH INTERMEDIATE,Public,437
KZ,INGQALABUTHO LOWER PRIMARY SCHOOL,Public,437
KZ,INKUNZI PRIMARY SCHOOL,Public,437
EC,JOHNSON NQONQOZA SENIOR SECONDARY SCHOOL,Public,437
KZ,THABELA H,Public,437
KZ,NHLANGE JS,Public,437
KZ,SAKHUMUZI PRIMARY SCHOOL,Public,437
WC,L.R. SCHMIDT MOR PRIM.,Public,437
KZ,PHIWAMANDLA S,Public,438
KZ,ZONDELA PUBLIC PRIMARY SCHOOL,Public,438
KZ,MOUNT EDGECOMBE PRIMARY SCHOOL,INDEPENDENT,438
LP,MANCHIMUDI PRIMARY SCHOOL,Public,438
LP,BOLEU SENIOR SECONDARY SCHOOL,Public,438
LP,HLANGANANI SECONDARY SCHOOL,Public,438
LP,MOHLALA-MORUDI SECONDARY SCHOOL,Public,438
LP,MAHLANE HIGH SCHOOL,Public,438
NW,NAAUWPOORT SECONDARY SCHOOL,Public,438
NW,THAGAMOSO PRIMARY SCHOOL,Public,438
NW,COMCY PARK PRIMARY,INDEPENDENT,438
EC,COLLYWOBBLES JUNIOR SECONDARY SCHOOL,Public,438
EC,MABETSHE JUNIOR SECONDARY SCHOOL,Public,438
EC,LINGELETHU JUNIOR PRIMARY SCHOOL,Public,438
EC,ST MARKS JUNIOR SECONDARY SCHOOL,Public,438
KZ,ESIPHAHLENI PRIMARY SCHOOL,Public,438
KZ,NDABOMUHLE JP,Public,438
KZ,ISULOMPHAKATHI,Public,438
EC,ALEX JAYIYA PRIMARY SCHOOL,Public,438
EC,KHAYAKHULU PRIMARY SCHOOL,Public,438
KZ,THEMBUZULU C,Public,438
KZ,EMAUS JS SCHOOL,Public,438
KZ,SIPHOSETHU CP,Public,439
KZ,UBUQHAWEBETHU PRIMARY SCHOOL,Public,439
KZ,GODLUMKHONTO PRIMARY SCHOOL,Public,439
GP,KUDUNG MIDDLE SCHOOL,Public,439
LP,DOORNSPRUIT PRIMARY SCHOOL,Public,439
LP,NTHLAVENI,Public,439
LP,MOPYE SECONDARY SCHOOL,Public,439
LP,MUGORORWANE PRIMARY SCHOOL,Public,439
LP,KOLOFANE SENIOR PHASE,Public,439
MP,LEPESI PRIMARY SCHOOL,Public,439
NW,RAMADILE PRIMARY SCHOOL,Public,439
NW,MARUBISING SECONDARY,Public,439
NW,TLHAKO-A-THAMAGA,Public,439
EC,NOSIZWE H SCHOOL,Public,439
EC,ZITHOBILE SENIOR PRIMARY SCHOOL,Public,439
EC,CHRIST THE KING PRIMARY SCHOOL,INDEPENDENT,439
KZ,BAZANENI PRIMARY SCHOOL,Public,439
KZ,BONOMUNYE PRIMARY SCHOOL,Public,439
KZ,EWELA PUBLIC PRIMARY SCHOOL,Public,439
KZ,HILLTOP PRIMARY SCHOOL,Public,439
KZ,KLOOF SP,Public,439
KZ,NDAMKANE H,Public,439
KZ,NGWANE JS,Public,439
KZ,NKANYEZI PRIMARY SCHOOL,Public,439
KZ,STRELITZIA S,Public,439
KZ,SUNNYVALE PRIMARY SCHOOL,Public,439
KZ,GUBHETHUKA PRIMARY SCHOOL,Public,439
NW,OBUSITSE INTERMEDIATE SCHOOL,Public,440
GP,YESHIVA COLLEGE PRIMARY SCHOOL,INDEPENDENT,440
MP,SIHLEKISI PRIMARY SCHOOL,Public,440
MP,ZWIDE PRIMARY SCHOOL,Public,440
LP,LEBOWAGANYANE PRIMARY,Public,440
LP,MABOI PRIMARY SCHOOL,Public,440
LP,MPHOKANENG PRIMARY SCHOOL,Public,440
LP,ST FRANCIS CATHOLIC,INDEPENDENT,440
MP,ULWAZI PRIMARY SCHOOL,Public,440
MP,JACOB MDLULI SECONDARY SCHOOL,Public,440
MP,EKUPHILENI ACADEMY,INDEPENDENT,440
NW,MOLELEMA PRIMARY,Public,440
NW,EDUCAR PRIMARY SCHOOL,Public,440
NW,POELANO HIGH SCHOOL,Public,440
NW,LETSATSING SCIENCE SECONDARY  SCHOOL,Public,440
EC,MDENI JUNIOR SECONDARY SCHOOL,Public,440
EC,NGWEKAZI SENIOR SECONDARY SCHOOL,Public,440
EC,TONTI JUNIOR SECONDARY SCHOOL,Public,440
EC,FALO SENIOR SECONDARY SCHOOL,Public,440
FS,PT SANDERS C/S,Public,440
KZ,ISINAMUVA H,Public,440
KZ,KHATHI H,Public,440
KZ,MABEDLANA (ULUNDI),Public,440
KZ,MANGUZI PRIMARY SCHOOL,Public,440
KZ,ODLAMENI PRIMARY SCHOOL,Public,440
KZ,PRINCE SOJIYISA H,Public,440
WC,SEA POINT HS.,Public,440
WC,HEXVALLEI HS.,Public,440
NW,METHUSELE II PRIMARY,Public,441
NW,SEJANKABO HIGH SCHOOL,Public,441
LP,SETSEKANA PRIMARY,Public,441
LP,XITLAKATI PRIMARY,Public,441
LP,THUNE PRIMARY SCHOOL,Public,441
LP,KGOKE HIGH SCHOOL,Public,441
LP,TEKANANG   SEC  SCHOOL,Public,441
LP,RAMATSETSE PRIMARY SCHOOL,Public,441
MP,NTITHANE PRIMARY SCHOOL,Public,441
NW,MOGOGELO PRIMARY SCHOOL,Public,441
NW,NTHEBE PRIMARY,Public,441
NW,OPADIATLA PRIMARY SCHOOL,Public,441
EC,CEBE JUNIOR SECONDARY SCHOOL,Public,441
EC,TUNGWINI PJS SCHOOL,Public,441
EC,DINIZULU SENIOR SECONDARY SCHOOL,Public,441
EC,LAMEKA JUNIOR SECONDARY SCHOOL,Public,441
NC,HOERSKOOL S A VAN WYK,Public,441
FS,DR CF VISSER P/S,Public,441
KZ,ENGQONDWENI H,Public,441
KZ,MAKHWELA INTERMED,Public,441
KZ,MANGE PRIMARY SCHOOL,Public,441
KZ,MTSHAKELA H,Public,441
WC,BAY PRIM.,Public,441
GP,TLAKUKANI PRIMARY SCHOOL,Public,442
MP,CHARLEY MBHUNGELE PRIMARY SCHOOL,Public,442
LP,SEPHUTHI,Public,442
LP,MMATEDU SENIOR SECONDARY SCHOOL,Public,442
LP,MASHABELA PRIMARY,Public,442
LP,SENGANGE SENIOR SECONDARY SCHOOL,Public,442
LP,MAATLA PRIMARY SCHOOL,Public,442
LP,MUTSHUTSHU SECONDARY SCHOOL,Public,442
LP,MATAMELA PRIMARY SCHOOL,Public,442
LP,KHWARA  SECONDARY,Public,442
MP,BAWOKUHLE PRIMARY SCHOOL,Public,442
EC,NXAWE PRIMARY SCHOOL,Public,442
EC,ITOMBO JUNIOR SECONDARY SCHOOL,Public,442
EC,JOUBERT LUDIDI SENIOR SECONDARY SCHOOL,Public,442
EC,MANZOLWANDLE SANDILE SENIOR SECONDARY S,Public,442
EC,LUVUYO JUNIOR SECONDARY SCHOOL,Public,442
EC,MNDELA JUNIOR SECONDARY SCHOOL,Public,442
EC,TUMSE SENIOR PRIMARY SCHOOL,Public,442
KZ,PARLOCK PRIMARY SCHOOL,Public,442
EC,HLOKOMA SENIOR SECONDARY SCHOOL,Public,442
EC,PHAKAMA PUBLIC SCHOOL,Public,442
NW,KOPELA PRIMARY SCHOOL,Public,443
KZ,NTOMBAZI PRIMARY SCHOOL,Public,443
GP,PHELADI-NAKENE PRIMARY SCHOOL,Public,443
LP,GEORGE HASANI PRIMARY,Public,443
LP,MASALANABO HIGH,Public,443
LP,AMARIA COMBINED SCHOOL,INDEPENDENT,443
NW,ST PAUL`S PRIMARY SCHOOL,Public,443
EC,GAVIN JUNIOR SECONDARY SCHOOL,Public,443
EC,LOWER MPAKO SENIOR PRIMARY SCHOOL,Public,443
EC,NGXABANGU JUNIOR SECONDARY SCHOOL,Public,443
EC,TARKASTAD HIGH SCHOOL,Public,443
NC,REARATA INTERMEDIATE SCHOOL,Public,443
KZ,IMVULENI PRIMARY SCHOOL,Public,443
KZ,KWAMPHELELWA CP,Public,443
KZ,MADAKANE PRIMARY SCHOOL,Public,443
KZ,MONTCLAIR JP,Public,443
WC,GROOTE SCHUUR PRIM.,Public,443
KZ,QEDUKOMA JP,Public,444
KZ,MHLAZANE PRIMARY SCHOOL,Public,444
LP,LAERSKOOL PHALABORWA NOORD,Public,444
LP,SESOAI HIGH  PRIMARY,Public,444
LP,NAZARENE SCHOOL OF NATURAL SCIENCES,INDEPENDENT,444
EC,HLAMVANA JUNIOR SECONDARY SCHOOL,Public,444
EC,MPEKO JUNIOR SECONDARY SCHOOL,Public,444
EC,KWADIKO JUNIOR SECONDARY SCHOOL,Public,444
FS,EDMUND RICE CI/S,INDEPENDENT,444
FS,DIPHAKWENG P/S,Public,444
KZ,DANGANYA JP,Public,444
KZ,DR MADE SP,Public,444
KZ,EMHLUBULWENI PRIMARY SCHOOL,Public,444
KZ,ENDLOZANA PRIMARY SCHOOL,Public,444
EC,MARYMOUNT SENIOR SECONDARY SCHOOL,Public,444
EC,CLARENDON GIRLS PRIMARY SCHOOL,Public,444
EC,HLUMANI SENIOR SECONDARY SCHOOL,Public,444
KZ,HIBISCUS P,Public,444
KZ,CHIEF NGONYAMA S,Public,444
KZ,IZIMBUTHU PRIMARY SCHOOL,Public,444
WC,KOEBERG PRIM.,Public,444
WC,SWELLENDAM LS.,Public,444
KZ,PUMULA PRIMARY SCHOOL,Public,445
KZ,WATERSMEET PRIMARY SCHOOL,Public,445
KZ,INTONGA H,Public,445
GP,EMADLELWENI PRIMARY SCHOOL,Public,445
GP,SIKHANYISELE PRIMARY SCHOOL,Public,445
LP,TINGHITSI PRIMARY SCHOOL,Public,445
LP,THE KING'S COURT,INDEPENDENT,445
LP,J.K. TABANE,Public,445
LP,MUSWODI PRIMARY,Public,445
LP,MBOSWOBENI PRIMARY,Public,445
MP,KUSILE PRIMARY SCHOOL,Public,445
NW,LEROTHODI,Public,445
NW,MMUSI PRIMARY SCHOOL,Public,445
NW,LOTLAMORENG PRIMARY SCHOOL,Public,445
NW,MOLAPISI LEARNING SITE,Public,445
EC,ZAMUKUKHANYA PRIMARY SCHOOL,Public,445
EC,MZAMBANA SENIOR PRIMARY SCHOOL,Public,445
EC,MABELE JUNIOR SECONDARY SCHOOL,Public,445
FS,ITLHAHANELENG P/S,Public,445
FS,ORANJEKRAG I/S,Public,445
NW,BLOEMHOF GEKOMBINEERDE SKOOL,Public,446
KZ,ZEPHANIA JS,Public,446
GP,WELIZIBUKO PRIMARY SCHOOL,Public,446
GP,THE TORAH ACADEMY PRIMARY AND HIGH SCHOOL,INDEPENDENT,446
GP,KING DAVID PRIMARY (SANDTON) SCHOOL,INDEPENDENT,446
LP,NKATINI HIGH SCHOOL,Public,446
LP,MALOKONG P  SCHOOL,Public,446
LP,MATSEDI LOWER PRIMARY,Public,446
LP,TAUNG HIGH SCHOOL,Public,446
LP,MANOTWANE PRIMARY SCHOOL,Public,446
MP,MZAMO SECONDARY SCHOOL,Public,446
NW,ST. MACHAEL`S PRIMARY,Public,446
EC,TOM PANYANA JUNIOR PRIMARY SCHOOL,Public,446
EC,BONKOLO HIGH SCHOOL,Public,446
EC,NJONGOZABANTU JUNIOR SECONDARY SCHOOL,Public,446
EC,NCAPAI JUNIOR SECONDARY SCHOOL,Public,446
EC,OLIVER TAMBO TECH HIGH SCHOOL,Public,446
KZ,GASELA PRIMARY SCHOOL,Public,446
KZ,HAMBROOK PRIMARY SCHOOL,Public,446
KZ,IZINTAMBANE PRIMARY SCHOOL,Public,446
KZ,KWASHANGE PRIMARY SCHOOL,Public,446
KZ,MESENI PRIMARY SCHOOL,Public,446
KZ,NYANYADU PRIMARY SCHOOL,Public,446
KZ,OZWENI PRIMARY SCHOOL,Public,446
WC,KLIPFONTEIN PRIM.,Public,446
GP,THE KING'S SCHOOL LINBRO,INDEPENDENT,447
GP,HOËRSKOOL VANDERBIJLPARK,Public,447
MP,MADUKULUSHE LOWER PRIMARY SCHOOL,Public,447
LP,LAERSKOOL DR ANNECKE PRIMARY,Public,447
LP,HOËRSKOOL HANS STRIJDOM,Public,447
LP,MOGOBOYA PRIMARY SCHOOL,Public,447
LP,SINUGANI  SECONDARY  SCHOOL,Public,447
LP,BLOMPOORT COMBINED SCHOOL,Public,447
MP,VEZILWAZI SECONDARY SCHOOL,Public,447
NW,TLHAGE PRIMARY,Public,447
NW,THIPE PRIMARY,Public,447
NW,REKGARATLHILE SECONDARY SCHOOL,Public,447
NC,KURUMAN CHRISTIAN ACADEMY,INDEPENDENT,447
FS,TSHIBOLLO S/S,Public,447
KZ,DABULIZIZWE SP,Public,447
KZ,GWAZINYATHI PRIMARY SCHOOL,Public,447
KZ,NKANDLA H,Public,447
GP,JEPPE EDUCATION CENTRE,INDEPENDENT,447
EC,NONYAMEKO PRIMARY SCHOOL,Public,447
NW,BAPO,Public,447
NW,LERUNTSE LESEDI HIGH SCHOOL,Public,448
KZ,WARTBURG-KIRCHDORF,Public,448
KZ,MATHEKU S,Public,448
GP,MBUYISA MAKHUBU PRIMARY SCHOOL,Public,448
GP,MABAFENG PRIMARY SCHOOL,Public,448
LP,MOPANE INTERMEDIATE SCHOOL,Public,448
LP,NKU PRIMARY SCHOOL,Public,448
LP,GODWIN MASIBE PRIMARY SCHOOL,Public,448
LP,LEGAPANA PRIMARY SCHOOL,Public,448
EC,MANZI JUNIOR SECONDARY SCHOOL,Public,448
EC,MARIALINDEN JUNIOR SECONDARY SCHOOL,Public,448
KZ,EMANGWENI PRIMARY SCHOOL,Public,448
KZ,EMPUSHENI PRIMARY SCHOOL,Public,448
KZ,MSIMUDE H,Public,448
KZ,NYAKAZA PRIMARY SCHOOL,Public,448
KZ,OZABENI PRIMARY SCHOOL,Public,448
EC,MZOMTSHA PRIMARY SCHOOL,Public,448
KZ,SPOOKMILL PRIMARY SCHOOL,Public,448
WC,WESTCOTT PRIM.,Public,448
NW,THEBE YA TLHAJWA SECONDARY SCHOOL,Public,449
KZ,ZIBUKEZULU TECHNICAL HIGH,Public,449
KZ,ISIVUNGUVUNGU HS,Public,449
GP,BATSOGILE PRIMARY SCHOOL,Public,449
LP,GLEN COWIE SECONDARY SCHOOL,Public,449
LP,MARUMOFASE PRIMARY SCHOOL,Public,449
LP,SOLOMON MAELULA,Public,449
LP,GUMANI TECHNICAL HIGH,Public,449
LP,MASAKONA SENIOR PRIMARY,Public,449
MP,MMAMETLHAKE SECONDARY SCHOOL,Public,449
NW,MOKGARENG SECONDARY SCHOOL,Public,449
EC,CHEBENCA PRIMARY FARM SCHOOL,Public,449
EC,DARABE JUNIOR SECONDARY SCHOOL,Public,449
EC,KOTYANA JUNIOR SECONDARY SCHOOL,Public,449
EC,MBABAZO JUNIOR PRIMARY SCHOOL,Public,449
NC,ASSUMPTA (RK) PRIMÊRE SKOOL,Public,449
KZ,KLIPWAL PRIMARY SCHOOL,Public,449
KZ,KWAMANQONDO CP,Public,449
KZ,MHLABULUNGILE PRIMARY SCHOOL,Public,449
KZ,MVUZANE PRIMARY SCHOOL,Public,449
KZ,NGOLOTSHA PRIMARY SCHOOL,Public,449
WC,JAN VAN RIEBEECK HS.,Public,449
WC,CATHKIN SEC.,Public,449
KZ,UMHLATUZANA (ESHOWE),Public,450
GP,MOHALADITOE SECONDARY SCHOOL,Public,450
GP,NM TSUENE HIGH SCHOOL,Public,450
MP,NTSIE PRIMARY SCHOOL,Public,450
LP,NXANGUYINTSHWA PRIMARY,Public,450
LP,XIMIXONI PRIMARY,Public,450
LP,NDZHOVELA PRIMARY SCHOOL,Public,450
LP,BAKGALAKA LOWER PRIMARY,Public,450
LP,FRANCIS ENGLISH MEDIUM SCHOOL,INDEPENDENT,450
EC,ZAMUKANYO JUNIOR SECONDARY SCHOOL,Public,450
EC,BUTTVILLE JUNIOR SECONDARY SCHOOL,Public,450
EC,MATWEBU JUNIOR SECONDARY SCHOOL,Public,450
FS,REHAUHETSWE S/S,Public,450
KZ,DLAKUSE PRIMARY SCHOOL,Public,450
